Area,Name,Location,Slip Count,Menu Items with Price,Notes,Website,Menu URL,OpenTable URL
CAPE CORAL - Slipaway,Slipaway Food Truck Park & Marina,1811 Cape Coral Parkway E (Foot of Cape Coral Bridge),27-30 (sources vary: 27 per Gulfshore Business; 30 per City of Cape Coral & press releases),Not Yo Mama's Tacos (Quesabirrias); Lobster Chef (Lobster Roll); Addison's Chicken SWFL (Fried Chicken); Gigi Gourmet (Jalapeno Smash Burger); Greek Spot Go (Gyros/Lamb Chops); The Crooked Cow (Ice Cream); Yunta Cuban (Cuban Sandwich); SmokeStream BBQ; Chop it Up (Sandwiches); Philly Express (Cheesesteaks),10 Food Trucks; Full Bar (The Helm Bar); Live Music Daily; Ship Store; Fuel Dock (8am-8pm); 300 Seats; 3.1 Acres; QR Code Ordering Available; Pet Friendly; 100+ Parking Spaces; (239) 360-8883; Text: 563-921-6982,https://slipawaycape.com/,
CAPE CORAL - Slipaway,The Helm Bar at Slipaway,1811 Cape Coral Parkway E,27-30 (shared with Slipaway marina),Full Bar Service; Cocktails; Beer; Wine; Margaritas; Frozen Drinks,Central Pavilion with 154 Seats (was listed as 150); Open daily; Part of Slipaway complex,,
CAPE CORAL - Bimini Square,Bimini Basin Seafood & Cocktails,458 Tudor Drive,30-40 (30 per Cape Coral Breeze; 40 per Florida Weekly/Phelan quote); first-come first-served,Hogfish Bimini (coconut-crusted white fish over mango almond rice); Cheesy Crab Dip (from Pincher's); Hogfish Sandwich; Chili Rub Tripletail (from Deep Lagoon); Miso Glazed Chilean Sea Bass (from Keewaydin's); 6oz Filet; 16oz T-Bone; Baby Back Ribs; Ahi Tuna Bowl; Black Grouper Oscar; Key Lime Pie; Creme Brulee; Carrot Cake,"Opened Feb 28, 2026; Phelan Family Brands; Open daily 11am-10pm (OpenTable) or 10am-11pm (Cape Coral Breeze - may reflect opening week hours); Happy Hour 2-6:30pm; Reservations Recommended via OpenTable; Rated 4.3 stars; (239) 347-7033; Parking garage across street",https://biminibasinrestaurant.com/,https://biminibasinrestaurant.com/menu/
CAPE CORAL - Cape Harbour Marina,Rumrunners,5848 Cape Harbour Drive,Shared Marina Access,Tuna Poke Bowl; Caribbean Shrimp Cocktail; Tuna Tataki; French Onion Soup $13; Caesar Salad $10; Wedge Salad; Rumrunners Salad; Filet Mignon; Beyond Veggie Burger; Salmon BLT; Prime Rib Shaved Sandwich; Half Pound Black Angus Burger $20; Coconut Shrimp; Fresh Mussels; Sauteed Clams; Flash Fried Calamari; Boneless Buffalo Chicken,"Upscale Caribbean-inspired; All tables have waterfront views; Hours vary by source: Yelp shows 12pm-9pm, MenuPix/others show 11am-9pm daily - call to confirm; Specialty cocktails; Own Rumrunners Rum & Wine; Live music 7 days/week; Dog friendly (Doggie menu); Gift shop; Open since 2003; (239) 790-5786",https://rumrunners.cc/,https://rumrunners.cc/Menus.html
CAPE CORAL - Cape Harbour Marina,Fathoms Restaurant & Bar,5785 Cape Harbour Drive #106,Shared Marina Access,Tsunami Roll; Ceviche $12; House Salad $8; Gorgonzola Salad; Mahi Mahi $25; Shrimp $22; Chicken $18; Black Grouper; Tripletail; Salmon; Hogfish; Tuna; Fish and Chips; Specialty Mac and Cheese (Lobster/Shrimp/Cajun Cream); Lobster Ricotta Gnocchi; Hand Craft Pizzas; Marsala Pork Chop,"Fresh locally-sourced seafood; Live Music Tues/Fri 6-10pm, Sun daytime at Longboards Tiki Bar; Hours: Tue & Fri 11:30am-10pm, Mon/Wed/Thu/Sat/Sun 11:30am-9pm (Monday status conflicting - some sources show closed Mondays); Happy Hour Tue-Fri 2-5pm; (239) 542-0123; Rated 4.7 on OpenTable",https://www.fathomsrestaurant.com,https://www.fathomsrestaurant.com/menu
CAPE CORAL - Cape Harbour Marina,Cape Harbour Oyster Bar & Grill,5785 Cape Harbour Drive #102,Shared Marina Access,Bang Bang Shrimp $10; Blue Crab Dip; Ceviche $12; Smoked Wings (Various Preparations); Baked Oysters (6ct $16 / 12ct $29); Snow Crab Legs; Grouper Sandwich $15; Angus Burger 8oz $12; Chicken Tenderloins; Giant Pork Tenderloin; Hot Dogs $14 (2ct),Family-friendly; Best oyster selection; Free parking; $1 Oysters on Fridays; Happy Hour daily 4-6pm; Open 11am-9pm; (239) 599-2947,https://capeharbouroysterbar.com/,https://capeharbouroysterbar.com/cape-coral-cape-harbour-marina-cape-harbour-oyster-bar-and-grill-food-menu
CAPE CORAL - Cape Harbour Marina,The French Press,5785 Cape Harbour Drive,Shared Marina Access,Fine Coffee; Fresh Sandwiches; Delicious Pastries; Artisanal Gelato,Marina-front cafe; Open 7am-9pm; Dogs welcome outside; Free WiFi; Same ownership group as Fathoms and Gather,https://www.thefrenchpressfl.com/,
CAPE CORAL - Tarpon Point Marina,Gather,5971 Silver King Blvd Suite 116 (Tarpon Point Marina),Transient Slips Available (G Dock for boat parking),"Mediterranean & Classic Cuisine; Lobster Cake Benedict; Oh My Gather Burger (torched goat cheese, crisped Serrano ham); Smoked Salmon Tartine; Craft Cocktails; Brunch (Sat/Sun only: bottomless mimosas); Dinner Entrees",Hours: Tue-Fri 4pm-10pm (dinner only); Sat-Sun 11am-10pm (brunch & dinner); Closed Monday; Happy Hour Tue-Sun 5-6pm; Reservations via OpenTable; (239) 673-9939; Rated 4.5 on OpenTable; Smart Casual dress code; Same ownership as Fathoms & French Press,https://gathercape.com/,https://gathercape.com/our-menu
CAPE CORAL - Tarpon Point Marina,Marker 92 Waterfront Bar & Bistro,5951 Silver King Blvd (The Westin Cape Coral Resort at Marina Village),"Marina Access Available (Tarpon Point Marina G Dock; Coordinates: 26deg 32' 24.6480"" N, 81deg 59' 59.0496"" W)","Seafood; Steaks; Sushi; Wood-Fired Pizzas; Raw Bar; Breakfast (Eggs Benedict, Omelets, Pancakes); Lunch (Salads, Sandwiches, Burgers); Dinner (Pasta, Chops, Signature Sides); Fresh Catch Special (bring your own catch, prepared your way with 2 sides)",Open daily 7am-9pm (Yelp) or 11am-10pm dinner (OpenTable); Breakfast 7-11am; Happy Hour daily 3-6pm; Live Entertainment Wed/Fri/Sat evenings & Sun afternoons; Inside Westin Resort; (239) 541-5000; Complimentary boat parking at G Dock; Complimentary vehicle parking in garage,https://www.marriott.com/en-us/dining/restaurant-bar/rswwi-the-westin-cape-coral-resort-at-marina-village/5993552-marker-92-waterfront-bar-bistro.mi,,https://www.opentable.com/marker-92-waterfront-bar-and-bistro
CAPE CORAL - Tarpon Point Marina,The Nauti Mermaid Dockside Bar & Grill,5951 Silver King Blvd (Westin Cape Coral Resort at Marina Village),Marina Access Available (Tarpon Point Marina),Cajun Shrimp Slaw; Grouper Sandwich; Truffle Fries; Jerk Salmon Bites; Mahi Tacos; Florida Shrimp Salad; Flatbreads; Burgers; Fresh Seafood Dishes,Open Mon-Sun 11am-10pm; Dockside seating with swaying palms; Live music; Happy Hour specials; Indoor/outdoor seating; (239) 541-5600,https://www.marriott.com/en-us/dining/restaurant-bar/rswwi-the-westin-cape-coral-resort-at-marina-village/5993551-the-nauti-mermaid-dockside-bar-grill.mi,https://www.thenautimermaid.com/menu
CAPE CORAL - Matlacha,Miceli's Restaurant,3930 Pine Island Road (SR 78) Matlacha FL 33993,Boat Access Available (dinghy/small craft via Matlacha waterway),Pasta; Seafood; Steak; Sandwiches; Cheese-Smothered Island Bread (specialty),Family-friendly; Live Music nightly under Tiki Hut starting 6pm; Waterfront dock seating; Under new ownership; Survived Hurricane Ian (reopened 5 weeks post-Ian) and Hurricanes Helene & Milton (reopened Nov 7 2024); (239) 282-8233,https://www.micelis.com/,https://www.micelis.com/food
FORT MYERS,The Boathouse Tiki Bar & Grill,"17101 SR 31, Fort Myers, FL 33905",Boat Dock & Fuel Available,Boathouse Burger (best seller); Cuban Sandwich; Mahi Sandwich; Turkey Panini; Shrimp and Grits; Seafood Baskets; Oysters; Fish Tacos; Breakfast Items; Southern Chicken Biscuit; Tropical Cocktails; Island Buckets; Frozen Drinks; Craft Mules,Open 365 days/year Mon-Sun 8am-9:30pm; Breakfast served 8-10am; Last Call 10-10:30pm; Boat dock and fuel available; Live music TWICE daily every day; Fort Myers location only (currently open); (239) 332-2628,https://www.theboathouseusa.com/,https://www.theboathouseusa.com/blank
CAPE CORAL - Tarpon Point Marina,Pinchers Crab Shack,5991 Silver King Blvd Cape Coral FL 33914 (Tarpon Point Marina / Westin Resort),Marina Access Available - Dock and walk-up access,Stone Crab Claws (seasonal Oct-May); Smoked Grouper Fish Dip; Oysters; Chicken Wings; Crab Cakes; Steamed Shrimp; Crab Legs; Fish Sandwiches; Grouper; Soups; Salads; Pastas; Entrees; Desserts,Open for lunch and dinner; Waterfront outdoor dining by marina; Dock and walk-up boat access; (239) 540-7939; Phelan Family Brands same as Bimini Basin,https://www.pinchersusa.com,https://www.pinchersusa.com/menu
CAPE CORAL - Remote Island,Cabbage Key Inn,Cabbage Key Island (100 acres),Private Dock,Cheeseburgers (Famous); Fresh Seafood; Frozen Key Lime Pie,Legendary Old Florida landmark; Charter or private boat access only; Thousands of dollar bills taped to walls/ceiling; Wildlife on grounds; Accessible only by boat; (239) 283-2278,https://cabbagekey.com/,https://cabbagekey.com/dining/
PINE ISLAND - Bokeelia,Tarpon Lodge & Restaurant,13771 Waterfront Dr Bokeelia FL 33922,Boat Access Available (private dock on Pine Island Sound),Triple Tail Fish; Filet Mignon with Chef Sauce; Daily Fresh Fish Specials; Fresh Local Seafood; Regional Cuisine; Full Bar; Kid's Menu; Wine List; Bar Menu; Seasonal Holiday Menus,Open 365 days/year Mon-Sun 11:30am-4pm (lunch) and 5pm-9pm (dinner); Historic 1926 House; Overlooks Pine Island Sound; Restored boathouse; Old Florida charm; (239) 283-3999; Reservations on OpenTable; Post-Ian CONFIRMED OPEN; Menu last updated Nov 2025,https://www.tarponlodge.com,https://www.tarponlodge.com/dining
PINE ISLAND - Bokeelia,Lazy Flamingo (Lazy Flamingo 3),16501-B Stringfellow Rd Bokeelia FL 33922,Boat Dock Access Available,Fresh Seafood; Fish Sandwiches; Burgers; Conch; Shrimp; Beer; Casual Bar Food,Open Mon-Thu 11am-9pm; Fri-Sat 11am-10pm; Sun 11am-9pm; Boat dock access; Part of multi-location Lazy Flamingo chain; (239) 283-5959,https://lazyflamingo.com/,
PINE ISLAND - St. James City,Phuzzy's Boat Shack,"3051 Stringfellow Rd, St James City, FL 33956",Boat Access Available (Cayo Costa Channel dockside),Fresh Gulf Seafood; Grilled Fish; Shrimp Baskets; Oysters; Island Bar Fare; Casual Waterfront Menu,Waterfront bar and grill on Cayo Costa Channel; Spectacular sunset views over Pine Island Sound; Relaxed island vibe; Rebuilt and reopened post-Hurricane Ian; (239) 283-5555,https://phuzzysboatshack.com/,https://phuzzysboatshack.com/#Menu
CAPTIVA - North Captiva,Mainstay North Captiva (formerly Barnacles / Barnacles Bar retained),4401 Point House Trail North Captiva FL,Boat or Ferry Access Only (no road access to island),Crab Cakes; Conch Fritters; Fresh Fish Sandwiches; Famous Cheeseburgers; Full Bar; Ice Cream Shop; Seafood; Salads,Open daily 11am-9pm; Boat or ferry access only - no road access; Island's only full-service waterfront restaurant and bar (as of June 2025),https://www.mainstay-northcaptiva.com,
SANIBEL ISLAND,Gramma Dot's Seaside Saloon,634 N Yachtsman Dr Sanibel FL 33957 (Sanibel Marina),Boat Access Available (Sanibel Marina dock),Fresh Seafood; Salads; Sandwiches; Fresh Fish; Gulf Shrimp; Casual Waterfront Fare; Daily Specials,Open daily 11:30am-8pm; Dockside dining at Sanibel Marina; 7-time winner Taste of the Island People's Choice Award; Reopened post-Hurricane Ian,https://www.sanibelmarina.com/dining,
FORT MYERS BEACH - Downtown,Doc Ford's Rum Bar & Grille,708 Fishermans Wharf Fort Myers Beach FL 33931,Boat Access Available,Crab Cakes; Flatbreads (Shrimp Tomato Basil / Fresh Mozzarella Caprese / Spinach Artichoke); Fried Calamari; Chicken Tenders; Macadamia Nut Crusted Grouper; Yucatan Shrimp; Fish Tacos; Cuban Sandwich; Grouper Sandwich; Shaved Ribeye Philly; Prime Hand Patted Burger; Panko Encrusted Shrimp; Full Rack Ribs; Seafood Paella; Carrot Cake; Key Lime Pie; Island Mojito,Open 11am-10pm daily; Live Music; Family-friendly; Waterfront views of shrimp boat fleet; (239) 765-9660; Also has Sanibel & Captiva locations; Caribbean/Floribbean cuisine; Reopened July 31 2023 after 10+ months Hurricane Ian repairs (18 ft storm surge - rebuilt decks/docks/floors/drywall/windows/roof),https://www.docfords.com,https://www.docfords.com/menus
FORT MYERS BEACH - Downtown,On the Bay (formerly Matanzas on the Bay),416 Crescent Street Fort Myers Beach FL,Boat Access Available,Bay Bread; Conch Fritters; Crunchy Grouper; Seafood Chimichanga; Coconut Shrimp; Dave's Dockside Pizza; Petey's Upper Deck Specialty Menu (casual pizza - upstairs),"Reopened as ""On the Bay"" with soft opening Sept 29 2025 and grand opening Oct 13 2025 - exactly 3 years after Ian; Operating since 1970s; New owners purchased property for $7.5M in 2023; Petey's Upper Deck (upstairs casual pizza) operated continuously during rebuild; Iconic FMB waterfront location",,
FORT MYERS BEACH - Downtown,Salty Sam's Marina (Parrot Key Caribbean Grill),2500 Main St Fort Myers Beach FL 33931,Transient Slips Available; Floating Docks; Pump-out; Power Hookups; Showers/Laundry,Parrot Key: Crab and Avocado Stack; Drunken Shrimp Cocktail; Oyster Rockefeller; Seared Ahi Tuna; Roasted Beef Caprese; Key Lime Caesar; Mojo Cuban; Yucatan Chicken Sandwich; Caribbean Seafood,Parrot Key Caribbean Grill open Sun-Thu 11am-9pm; Fri-Sat 11am-10pm+; Parrot Key reopened 2023 after Ian; Marina Cantina Tin Tiki also on premises (opened Oct 2025); Pirate ship attraction; Full marina amenities,https://www.myparrotkey.com,https://www.myparrotkey.com/menu
FORT MYERS BEACH - Downtown,Marina Cantina Waterfront Tin Tiki,2500 Main St (Salty Sam's Marina) Fort Myers Beach FL,Transient Slips Available (shared with Salty Sam's),Florida Favorites with Mexican Influence; Tacos; Seafood; Margaritas; Full Bar; Island Drinks; Casual Dockside Fare,Opened October 15 2025 (final phase of Salty Sam's post-Ian recovery); Open Mon-Thu 11am-9pm; Fri-Sat 11am-10pm; Sun 9am-9pm; Rustic dockside tiki bar; Bayfront views,https://www.marinacantinatiki.com,
FORT MYERS BEACH - South End,Flipper's on the Bay,8767 Estero Boulevard (Lovers Key Resort),Beach Anchoring Only (Pontoons Best),Ahi Tuna Bowl; Wedge Salad with Blackened Shrimp; Blackened Black Grouper Sandwich; Seafood Omelet (Lobster/Shrimp/Scallops); Strawberry Beret French Toast; Fresh Scallops on Celery Root Puree; Blood Orange & Pickled Ginger; Island-inspired appetizers; Soups; Salads; Sandwiches; Entrees,USA Today 'Best Waterfront Restaurant' 2013; Open Air; Executive Chef Juan Cruz; Open daily 7:30am-10pm (breakfast/lunch/dinner); Coordinates: Lat 26.406255 / Long -81.876262; (239) 765-1025; Reservations recommended on weekends,https://www.flippersotb.com,https://www.flippersotb.com/menu
FORT MYERS BEACH - Downtown,Nervous Nellie's,1131 First St Fort Myers Beach FL 33931,Marina Access Available,Coconut Onion Rings; Gator Bites; Shrimp Cocktail; Conch Fritters; Fresh Seafood; Pasta Dishes; Over-Stuffed Sandwiches; Entrees; Chef's Stir-Fry Vegetables with Pasta; Casual American Fare,Open Mon-Sun 11am-10pm; Happy Hour Mon-Fri 3-5pm; Waterfront patio and indoor air-conditioned seating; American eats on the water; Bi-level space with bar and decks; Live music; (239) 999-8077,https://www.nervousnellies.net,https://www.nervousnellies.net/menu
FORT MYERS BEACH - Fishermans Wharf,Bonita Fish Company (formerly Bonita Bill's Waterfront Cafe),702 Fishermans Wharf Fort Myers Beach FL,New 35-Slip Floating Dock Marina Under Construction (expected early 2026),Waterfront Seafood; Fish & Chips; Fresh Catches; Casual American; Full Bar; Coastal Cuisine,"Reopened as ""Bonita Fish Company"" November 3 2025 under HM Restaurant Group; New 35-slip floating dock marina under construction expected early 2026; Long-term slip rentals and boats up to 90 ft will be accommodated; Near Matanzas Pass Bridge",https://www.bonitafishco.com,
FORT MYERS BEACH - Waterfront,Lani Kai Island Resort,1400 Estero Blvd Fort Myers Beach FL,Beach Anchor/Swim-In Access,Resort Dining; Pool Bar; Tropical Cocktails; Island Fare; Full Bar; Beachfront service,Reopened December 2024 in phased floor-by-floor manner; Full renovation post-Ian (replaced drywall/wiring/plumbing/flooring/ceilings/furniture); Gulf-front iconic resort; Accepting reservations; (239) area; Rooms still opening in phases as of early 2026,https://www.lanikaiislandresort.com,
FORT MYERS BEACH - Waterfront,Eats at the Beach (formerly Wicked Wings),61 Ave C Fort Myers Beach FL,Beach/Anchor Access,Wings; Burgers; Casual Beach Fare; Cold Beverages,"Original Wicked Wings building destroyed by Hurricane Ian; Operating from temporary structure; Sold to new owners Dec 2024 and rebranded as ""Eats at the Beach""; Open Mon-Fri 11am-7:30pm; Limited hours - temporary location; Gulf-side waterfront",,
FORT MYERS BEACH - Waterfront,DiamondHead Beach Resort,2000 Estero Blvd Fort Myers Beach FL 33931,Beach Anchor Access,Resort Dining; Pool Bar; Waterfront Casual Fare; Seafood; American Cuisine,All 121 rooms reopened post-Ian; Under active renovation June 2025 through Dec 2026 (dates subject to change); Took 13+ ft storm surge from Ian but was one of first FMB properties to reopen (housed first responders),https://www.diamondheadfl.com,
FORT MYERS BEACH - Waterfront,The Beach Bar (formerly Beach Pub),1668 I St Fort Myers Beach FL,Beach Access Available,Craft Beers; Cocktails; Casual Bar Fare; Pub Food; Cold Drinks,Grand opening July 4 weekend 2025 - first commercial building built from ground up post-Ian on FMB; 6133 sq ft; Hurricane-resilient construction (20 ft elevation; all concrete/steel/metal; security storm gates); Operated from trailer since Jan 2023 while rebuilding; Open daily,,
FORT MYERS - Port Sanibel Marina,Lighthouse Waterfront Restaurant,14301 Port Comfort Road Fort Myers FL 33908,Boat Access Available (Port Sanibel Marina / Royal Shell),Eggs Benedict; Buttermilk Pancakes; Three-Cheese Omelet; Escargot; Smoked Fish Dip; Smoked Pork Belly; Fresh Grouper; Gulf Shrimp; Snapper; Rich Pasta Dishes; Prime Cuts of Steak; Homemade Desserts; Sunday Brunch Available,"Confirmed open 2025/2026; 160-foot outdoor porch; Live entertainment daily; Overlooks Connie Mack Island; Open Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm (brunch); (239) 489-0770",https://www.lighthousewaterfrontrestaurant.com,https://www.lighthousewaterfrontrestaurant.com/menu
FORT MYERS - River District,Fort Myers Yacht Basin (Free Public Docking),Downtown Fort Myers (River District),200+ Public Slips,Multiple restaurants within walking distance including Edison & Ford Winter Estates nearby,"Free downtown docking; Within walking distance of shops, museums, restaurants; Hail marina on VHF 16",,
FORT MYERS - River District,Oxbow Bar & Grill,1300 Hendry St Fort Myers FL 33901 (Luminary Hotel & Co.),200+ Slips at nearby Fort Myers Yacht Basin (walking distance),Oysters on Half Shell; Boiled Seafood Platters; Craft Sandwiches; Burgers; Steaks; Local Craft Beers; Curated Cocktails; Weekend Brunch Menu,Open Mon-Thu 11am-9pm; Fri-Sat 11am-10pm; Sun 11am-9pm; Weekend Brunch Sat-Sun 11am-3pm; Riverfront location; Part of Luminary Hotel; Walking distance to Fort Myers Yacht Basin; Reopened after Hurricane Ian,https://www.oxbowfortmyers.com,https://www.oxbowfortmyers.com/menu
FORT MYERS - River District,Legacy Harbour Marina,2044 West First Street,131 Slips (40-150 feet),REOPENING MAY 2026 - Menu Information Not Yet Available,$15 million waterfront redevelopment by AIRN Management; Bellingham Marine dock systems; Full rebuild after Hurricane Ian (2022); 131 slips with modern amenities; Direct Gulf access via Caloosahatchee; Walking distance to River District restaurants; Reservations via Dockwa,https://www.fmlegacyharbour.com,
FORT MYERS - North Fort Myers,Three Fishermen Seafood Restaurant,13021 North Cleveland Ave North Fort Myers FL 33903 (behind Best Western on Caloosahatchee River),Dock/Riverfront Access on Caloosahatchee River,Fresh Seafood (prepared to order); Grouper; Shrimp; Crab; Fried Fish (specialty); Full Seafood Menu; Casual Waterfront Fare,Confirmed open 2025; Riverfront seating just feet off the water; Behind Best Western via breezeway walkway; One of nicest river views in North Fort Myers; (239) 599-8568,https://www.threefishermenseafood.com,https://www.threefishermenseafood.com/menu
